,text,class,embedding
26,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,1,"[-1.77023237e-01  3.70405043e-02 -5.91172879e-03 -4.23935593e-03
  1.59028795e-01 -2.43509197e-01 -1.96887236e-01  3.09177221e-01
  2.40814414e-03  1.71765115e-01  1.65572223e-01 -1.81551068e-02
  6.70701917e-02 -6.37984740e-02 -1.19885041e-01  3.60765169e-02
 -3.72449884e-02 -6.25131561e-02 -3.50833169e-02 -1.27947491e-02
 -7.51910548e-02 -1.08726153e-01 -7.76448482e-02 -8.01570587e-02
 -1.39515347e-01  4.29704914e-02 -1.23492691e-02  5.81606047e-02
 -1.46277869e-02  5.06531818e-02 -1.36199807e-02  1.97617531e-02
 -1.50966345e-01  2.22944112e-01  1.20118742e-01  3.47327779e-02
  5.01273712e-02 -9.58145573e-02  1.02065875e-01  3.09644602e-02
  2.09506706e-01  4.67388071e-02 -1.06213942e-01  1.94783978e-01
  9.78593824e-02 -8.36040398e-02 -2.10090941e-01  8.51230544e-02
 -2.58377972e-02 -8.76352649e-02 -2.26975341e-02 -3.49372580e-02
 -2.60422793e-02  2.40412751e-02 -4.52782218e-02 -1.15620131e-01
  2.04482289e-02  4.97768306e-01  6.39737455e-03  1.32037133e-01
 -1.45374124e-04  2.71961445e-02  1.36126783e-01  1.25844241e-01]"
27,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,2,"[ 1.27464927e-01  2.46963297e-01 -4.84395196e-03  6.50412552e-02
 -1.00204362e-03  1.23595457e-01 -7.22111569e-02  1.45816463e-02
  9.37208620e-02  2.71432013e-02  6.18546322e-02  8.98371663e-03
 -1.37935260e-01 -1.24833115e-02 -3.09557694e-01  4.93926603e-02
  1.06467354e-01 -1.01459804e-01  5.72454097e-02 -2.27060232e-04
 -1.38504300e-01 -5.20102434e-02 -7.37475685e-02 -9.87284124e-02
 -1.10393733e-01  1.22343569e-01 -1.87100308e-01  4.33039342e-02
  7.66496675e-02  1.55347878e-01 -1.56258342e-01 -9.13878029e-02
  2.14072787e-01  1.42715203e-01  1.53413151e-01  1.31334398e-01
 -2.04427565e-02  1.72703595e-02  1.01744328e-01 -1.38276686e-02
  1.11474904e-01  2.30994614e-03 -1.63655868e-01  2.34899653e-01
 -3.85809037e-02 -2.25908816e-01 -5.06445478e-02  1.36797180e-01
 -8.55266886e-02 -2.08496205e-01 -1.61607325e-01 -3.49674988e-02
 -1.62517788e-01 -2.17800000e-02 -1.71850035e-02  7.80722712e-02
 -9.94112602e-02  3.75111080e-01  1.08402095e-02  9.62246372e-02
 -3.20084918e-02  9.20137426e-02  6.85693021e-02  7.83567869e-02]"
28,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0,"[ 0.14039125  0.08112874  0.01393041 -0.01525823  0.10498283 -0.05562848
 -0.07112742  0.21443831 -0.07671823 -0.0573989   0.17033309 -0.04671425
 -0.08963919  0.07286678 -0.17753902 -0.01486998 -0.17915414 -0.04727333
 -0.02772106 -0.0735501  -0.17256942 -0.02009583 -0.08926647  0.05348534
 -0.06783506 -0.0227204  -0.18859638 -0.05861024  0.02770553 -0.1539334
 -0.19045998 -0.02577981 -0.17927838 -0.02515861 -0.12573092 -0.02140035
  0.19120542 -0.09274519  0.05820646  0.17194822  0.20487182  0.13045204
 -0.17244517  0.1626302   0.03070282 -0.20288398 -0.15790908 -0.04836043
 -0.02015795 -0.18722974  0.01243953 -0.00764464  0.10144199  0.01448949
 -0.04522337  0.17816022 -0.06171624  0.32873914  0.06118822  0.13467621
 -0.24624376  0.16126356  0.15244253 -0.01739361]"
29,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0,"[ 0.06021698 -0.30544197 -0.03558276  0.14300135  0.01921581 -0.11121707
 -0.23237721  0.24287887 -0.15506709 -0.06664086  0.00310022 -0.09149853
 -0.14646467  0.02068213 -0.07960036 -0.11998707 -0.05742398 -0.07010418
 -0.04890535  0.1669094  -0.0118423   0.01536147 -0.07233858  0.17517666
 -0.05086044 -0.06139003 -0.05583197  0.08797935 -0.07825973  0.09954235
 -0.12702543 -0.01664625 -0.29449342  0.05368137  0.00045604  0.02192501
 -0.02710602 -0.16668596  0.22656777  0.02096143  0.11099363  0.17271882
 -0.08608011 -0.00989419  0.04223009 -0.05211729 -0.19986674 -0.04276075
  0.02651949  0.10071541 -0.18187984  0.08222578  0.0022117  -0.00543587
  0.12881293  0.04499515  0.18478457  0.38319895 -0.07803629  0.1393146
 -0.05334621 -0.04862605  0.05220108  0.04077773]"
30,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",1,"[-0.03177238  0.0583499  -0.06002566  0.00770011 -0.12454236  0.2559218
 -0.06619245  0.24278386  0.0027671   0.08345276  0.27536061 -0.17642384
 -0.06776766  0.0636453  -0.12246442 -0.00035374  0.04186044 -0.10128283
  0.145858    0.20859839  0.10865617 -0.25109562 -0.05432808 -0.00364058
 -0.11187362 -0.062975    0.20940275 -0.15738721 -0.16341995 -0.01028916
  0.01197329  0.06951046 -0.1264192   0.18875741 -0.16891643  0.13339036
  0.02024316 -0.11019787 -0.02237137  0.06066245  0.0278511  -0.05550112
  0.13486503  0.12380502  0.11696793  0.09538416  0.0579142  -0.06843797
  0.01494776 -0.25471525  0.00764146  0.05804827 -0.15108637  0.05013869
 -0.19532639 -0.01328876 -0.0870724  -0.03666559  0.13037399  0.03029771
 -0.23085246  0.04373729  0.02212001  0.20229753]"
31,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1,"[ 0.01164411  0.1778804  -0.03828273  0.08304245  0.06845604 -0.0616631
 -0.05215824  0.04865645 -0.08493815  0.09568049  0.08583335  0.00272179
  0.06566515  0.00849777 -0.21021273  0.01578438 -0.19420454  0.01162436
 -0.14523214 -0.06324285  0.15460535 -0.02085276 -0.09341617  0.0500519
  0.04304832 -0.13606956 -0.15860738  0.00467673 -0.08646525  0.02364366
  0.05234255  0.07029909 -0.23843768 -0.02085276  0.07809255  0.12732825
  0.01516565  0.02785634  0.04065236  0.10521167  0.11416362 -0.02552621
 -0.06919327  0.27445609  0.21347754  0.00304267 -0.17872294  0.01232867
 -0.10210482 -0.01284209 -0.1084765  -0.07630216 -0.02581583  0.08262118
  0.07145758  0.05676586 -0.11437426  0.55480993  0.07330063  0.25149698
 -0.0765128   0.0917311   0.03472828 -0.0121312 ]"
32,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,0,"[ 0.06842772  0.09009371 -0.0506934   0.00147568 -0.02187512  0.20126784
 -0.23656917  0.1458899  -0.13300742 -0.1729933   0.14839948 -0.14304572
 -0.0848236  -0.07884245 -0.11309813  0.20160244 -0.03615878 -0.06424509
  0.0704772  -0.04843478 -0.00356569 -0.20294088 -0.02641327  0.01093756
  0.08156115  0.08356881 -0.1833662   0.0696825   0.09896086  0.00812997
  0.03643065  0.03502947 -0.13802657 -0.04793286 -0.03297999  0.26049377
 -0.06604362 -0.01031539  0.08691491  0.33360604 -0.02821179  0.10113583
  0.02256525  0.0601043  -0.22887315  0.03540591 -0.15358593 -0.07014259
 -0.03287542 -0.2201733  -0.1962487   0.05002417 -0.0602716  -0.10749342
  0.04872756  0.23891144 -0.03007306  0.10314349  0.03578234 -0.09887722
 -0.15910699  0.02256525  0.25296506  0.04029957]"
33,The chain is to unite 45-50 centres by the end of 2008 .,1,"[-0.06252892  0.10834041 -0.0168968  -0.02477121  0.01134525 -0.01302237
  0.02801783  0.3220078  -0.0284842   0.16344334 -0.02098647  0.11164085
 -0.05499531 -0.16186488 -0.17234018 -0.02188333 -0.17406214 -0.00583854
  0.19974814 -0.14658243 -0.05668141 -0.21122791 -0.1704747  -0.15469002
 -0.0169237  -0.00721074  0.02392816 -0.10303101  0.01982055  0.16947023
  0.00452689  0.02412547 -0.16487832  0.04656485  0.05639441  0.0596231
  0.07228673  0.05976659 -0.11931795  0.04756933  0.09104899  0.02430484
 -0.10008931  0.22098573  0.22486015 -0.07382933 -0.01903132  0.18439394
 -0.01088785 -0.07185624 -0.03662767 -0.04060972 -0.03712991  0.16932673
  0.05664553  0.04405365 -0.08918352  0.38572054  0.10869915  0.22514715
 -0.09470817  0.1499546  -0.00991925  0.17693208]"
34,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",0,"[-0.15135066  0.07356534 -0.02684141 -0.14023268  0.08448045 -0.1739924
 -0.12830316 -0.00462066 -0.06321832 -0.09210885 -0.12919584 -0.00659877
 -0.17269394 -0.18064696 -0.22593043  0.26180012  0.00660891 -0.03053388
  0.02540094 -0.12830316  0.07547245 -0.08569775 -0.23031268 -0.09251462
  0.073119   -0.02600959 -0.14388457  0.05384512 -0.20109755  0.11604903
 -0.0537234   0.07287555 -0.0530336   0.26942852  0.11694171  0.0500715
 -0.06366466  0.12797855  0.09275807 -0.15759946  0.14526417 -0.05063958
  0.01163534  0.09754611 -0.07973299  0.10452528  0.17350547 -0.00448878
  0.0672354  -0.03311049 -0.16701322 -0.11759094 -0.05494069 -0.06037796
  0.12879008  0.01224398 -0.05644203  0.36940921 -0.09089155  0.10290222
 -0.16465978  0.08634697  0.10371375  0.03071647]"
35,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",2,"[ 0.04976117  0.02629152 -0.0866519   0.10750617  0.00671483 -0.26828362
 -0.01866904 -0.03367311  0.01865184 -0.07853043 -0.03131582  0.01238007
  0.02309111 -0.10172478  0.0349808   0.07371261 -0.21941719 -0.00120553
  0.05038061 -0.06555673  0.03823282 -0.14494749  0.21872893 -0.07054662
  0.06710532 -0.00586741 -0.00970446  0.05977535 -0.07144135  0.14095558
 -0.06727739 -0.04896967  0.04676725  0.06531585 -0.20757912  0.16931188
  0.07040897  0.07722274  0.21088277  0.06968629  0.15885033  0.06424904
 -0.07742922  0.14811348  0.17357909  0.21212164 -0.05330571 -0.0068955
  0.00063825 -0.31659945  0.02734112  0.17839691 -0.09085028 -0.12127135
 -0.020665    0.12078958 -0.03675307  0.30310957  0.06972071  0.20578965
 -0.29705289 -0.07350614  0.17316614  0.00912804]"
36,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",1,"[-0.03668647  0.10208686 -0.04443669  0.23021953  0.1099006  -0.19489888
 -0.06905315  0.00580075 -0.07235653  0.32118928 -0.19756698 -0.08252074
 -0.1123146  -0.15093862 -0.16910716 -0.02382238 -0.04774006 -0.01079948
  0.08633232 -0.10971002  0.24927743  0.00052459  0.04932822 -0.00944955
 -0.06981547  0.068672   -0.12819619  0.03309723  0.04049806  0.22043647
 -0.16491443 -0.03220787 -0.14331547  0.0495188  -0.09408254 -0.02569641
 -0.18295592 -0.07718453  0.05034464 -0.05612554  0.07019663 -0.07985263
 -0.11631677  0.25702765  0.05279041  0.11879429 -0.16783664  0.05126577
 -0.219293   -0.0677191   0.06136646  0.01840676 -0.16948833  0.22424806
  0.09490838  0.08601469  0.04605661  0.26172861 -0.04643777  0.11733318
 -0.06482865 -0.07426231  0.05075756 -0.01427755]"
37,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",1,"[ 0.03774718  0.20630245 -0.04483131 -0.01518775  0.03761648 -0.24990515
 -0.00579343  0.17096022 -0.04151144 -0.15632143 -0.09902099  0.0167954
 -0.24321314 -0.3423387  -0.19333667  0.13007616 -0.00210269 -0.02448077
 -0.00977662 -0.09274723  0.08553239 -0.06352192 -0.12275676 -0.02633676
  0.01297886 -0.09912556 -0.0956227   0.09306092  0.02638904  0.0953613
 -0.02564403  0.08699627 -0.05505233  0.09018544  0.0258793   0.12683471
  0.1712739  -0.20525682  0.177234    0.07528523 -0.09358373  0.2095439
 -0.01801095  0.04125004 -0.14847922  0.00947601 -0.07528523 -0.03144727
  0.09781852 -0.08093163 -0.04281848 -0.01480871 -0.03832228 -0.19051347
  0.08657802  0.04114547  0.0026157   0.39922089 -0.17106478  0.12756664
 -0.01825928  0.00586205  0.14534233  0.00584898]"
38,Operating profit of the Asian plants grew markedly .,2,"[ 0.13503154  0.17917646 -0.02057933  0.06521115  0.00774159  0.10679177
 -0.12834488  0.18891432 -0.14256215 -0.02126097  0.21838754  0.0296193
 -0.12782553 -0.08381044 -0.17411277 -0.09250959 -0.01341389 -0.21566094
  0.2117658  -0.00062434 -0.17969581 -0.09861197 -0.02499382 -0.0669315
 -0.18086435  0.0522598  -0.13074689 -0.01321102  0.09789787 -0.0551487
 -0.08764066 -0.05206504  0.10906394  0.22786572  0.05712873  0.05212997
  0.14450972 -0.15736368  0.05894646 -0.00184715  0.16814024  0.16671201
  0.0747867   0.13983554  0.01119853 -0.17177569 -0.04469674  0.10438977
 -0.09633981  0.08764066 -0.01427407 -0.0291324   0.06848955  0.02564301
  0.00053964  0.09776802 -0.10809015  0.4484605  -0.07361815 -0.05901138
  0.06599017  0.04485904  0.17813777 -0.00282803]"
39,"BG AD , Bulgaria 's leading Internet company .",2,"[-6.48307294e-02 -1.91795277e-01 -3.05645277e-04 -7.27112815e-02
  1.99780911e-01  5.74405154e-02 -1.19574342e-01  2.06925956e-01
 -1.28890913e-01  1.15161230e-01  9.04337897e-02  4.36407810e-02
 -1.13690190e-01  3.90875694e-02 -4.40961017e-02  1.57471075e-01
 -1.20484981e-02 -5.01203535e-02 -1.81252835e-02 -2.36346708e-01
  1.62794820e-01 -1.62427062e-02 -8.62308252e-02  1.07455795e-01
 -1.44862181e-01  1.88713110e-01 -2.42370960e-02  5.32375498e-03
  2.79322008e-02  5.97171191e-02 -9.06439371e-02  6.92088153e-02
  4.49717215e-02 -1.20344880e-01 -1.76804702e-01 -8.36652646e-03
  9.28855147e-02  1.78976242e-02  1.29941650e-01 -2.99110964e-02
  2.35926413e-01  5.28172519e-02 -1.08996879e-01  2.14491296e-01
  6.16785060e-02  1.61814126e-01 -3.59003222e-02 -8.84023508e-02
  1.02412233e-01  7.91996115e-03 -1.01781791e-01  5.93668720e-02
 -1.65176501e-01  1.96838831e-01  5.43233180e-02  2.56100629e-01
  1.36946597e-02  3.65938106e-01 -1.63915617e-01  8.63008686e-02
 -1.28190419e-01  6.45155040e-02  1.07455795e-01 -5.94369240e-02]"
40,Patrizia adds the acquisition to a portfolio already worth EUR3bn .,1,"[-0.08018128  0.17283135 -0.05270375  0.09801859 -0.03610755 -0.03723321
 -0.1784885   0.19649897 -0.07325417  0.15320455 -0.0080239  -0.1020594
  0.07302327 -0.25815025 -0.05452212 -0.23713801 -0.08122034 -0.12988328
 -0.30502367 -0.15528268  0.00391815 -0.09536319 -0.06234397 -0.01891966
 -0.03890726  0.05039471  0.03480872  0.13484771  0.09651771  0.08716612
 -0.20065524  0.12214801 -0.05778363 -0.0606122  -0.04866294  0.02662607
  0.03792592 -0.08589615  0.11487455  0.04704661  0.11608679  0.04860521
 -0.10321391  0.11366231  0.26392282  0.14904828 -0.11903081  0.03388511
 -0.10171304  0.02916601 -0.11239234 -0.0512606   0.01328417  0.18922551
 -0.10523432  0.18911006 -0.01238221  0.30294554 -0.09813403  0.22778641
  0.02268628 -0.04133175 -0.04592095  0.10084715]"
41,"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",2,"[-0.03918237  0.05027714  0.01190774  0.13568769  0.00924564 -0.02894841
 -0.04316756  0.27035518  0.05579264  0.10087309  0.14410441 -0.11368945
 -0.11158527 -0.01438653 -0.27443601 -0.01571758 -0.00741644 -0.14321173
  0.16195806  0.1715225  -0.05046843 -0.23783605 -0.03675938  0.10010793
 -0.29815586 -0.0176783   0.05429421 -0.0537841   0.03714195 -0.00404497
 -0.031212   -0.20646464 -0.1170689  -0.04552679  0.03309301  0.14168141
 -0.04370955 -0.20110855  0.04881059  0.09462432  0.21998239  0.01898544
 -0.20914268  0.139641    0.02942663 -0.05732295 -0.08984209  0.06771632
 -0.09749365 -0.16323331 -0.1920542  -0.01500025 -0.02907593 -0.02961792
  0.00867177  0.05760988 -0.04562244  0.3601335   0.05132923  0.20710227
  0.00805407 -0.05658968 -0.03140328 -0.01352573]"
42,South-east Asian marketers spend US$244m to acquire users as demand for fintech apps rise in 2020,1,"[-1.12529769e-01  3.14546161e-02 -6.90234411e-02 -1.93110134e-01
  8.04389939e-02  8.34784271e-02  9.34449485e-02  1.06026792e-01
 -3.17514904e-01  6.83519417e-02  5.02566987e-02 -1.37269355e-01
  8.45386949e-02 -1.31261174e-01 -1.34229922e-01 -1.06291864e-02
  1.35431560e-01 -1.34795394e-01 -1.23909984e-01 -3.40169310e-03
 -1.81800604e-01 -5.00446480e-02  4.49288539e-03 -1.50840791e-01
 -7.95642710e-03  1.85193467e-02 -1.95089299e-01  1.56778287e-01
  6.75037246e-02  6.86346775e-02  1.31897331e-01 -3.96275147e-03
  1.19810274e-01  5.29073683e-02  2.26331872e-01  1.32674858e-01
  4.04668926e-02 -5.49572236e-02  4.82421908e-02  4.34709856e-02
 -8.09337853e-02  2.54817728e-02 -1.79114606e-01  2.56302111e-01
 -4.92317735e-02 -1.36774569e-01  1.21930809e-01 -1.57202398e-01
 -1.27020103e-01  4.64043958e-02 -2.96344900e-02  2.38489604e-01
 -7.34412253e-02  2.78072949e-01  1.21489030e-02  2.38030146e-02
  1.34795394e-01  2.03854182e-01 -7.09319261e-02  4.98726302e-05
 -1.75916124e-02 -3.07654406e-02  2.04702404e-01  1.16841526e-01]"
43,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1,"[-0.03779699  0.1559328  -0.06745226 -0.07996139  0.00733294 -0.10627371
 -0.04027725  0.10816086 -0.07866734 -0.07030995  0.24673185 -0.17674542
 -0.12261106 -0.13544371 -0.2006853  -0.00446177 -0.07915261  0.00481224
 -0.00723858 -0.10373953  0.09069121  0.12002296  0.23810486  0.04343149
 -0.07349115 -0.10578844 -0.04359325 -0.076241    0.03682645 -0.04313494
  0.07839775 -0.01342575  0.04176001  0.09489687  0.09187742 -0.08039274
  0.10444047  0.01771228  0.01463892  0.07554006  0.06238391  0.09252445
 -0.11279786  0.16294224  0.02846906  0.26571122 -0.18138241  0.17857864
 -0.05844784  0.01641824 -0.0277142   0.01810319  0.04111299  0.13921801
  0.0235355  -0.07785857 -0.13986504  0.46672005  0.06362403  0.26312312
  0.03634119 -0.11721919  0.13059103 -0.15356038]"
44,Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,2,"[-0.00305114  0.05121774 -0.12585167 -0.04050256 -0.05829224  0.06710434
  0.12576892  0.08721082 -0.1491851  -0.11112346  0.18451624  0.14604088
 -0.09134795  0.09242361 -0.16606462 -0.04488792 -0.10690358  0.09490589
 -0.05630641 -0.08121197  0.01722083 -0.26924479  0.04004747 -0.00076731
  0.17888974 -0.0429021   0.15464612  0.04786666 -0.02486418  0.19461085
  0.12022516  0.06524263  0.1396697  -0.01009461  0.02302316 -0.11319203
  0.25948113  0.35215297  0.00975847  0.12758926 -0.00532656 -0.08290819
 -0.03185594  0.15704566 -0.08994133  0.17508358 -0.24789716 -0.19328697
 -0.03593102 -0.11625351 -0.01214249  0.03946827 -0.15357047  0.12560343
 -0.16631285  0.12816846  0.04056461  0.01673471  0.21728236  0.00038107
 -0.07525449 -0.0576303   0.14479974  0.02018922]"
45,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",1,"[ 0.11389364  0.09072297 -0.03709036 -0.09919582  0.04083686  0.04100978
 -0.09982985  0.09164519  0.03005847 -0.18824729 -0.03452545 -0.16369328
 -0.17798763 -0.31631998 -0.06173081 -0.05124061 -0.04498683 -0.12622828
 -0.09452711 -0.14421148  0.16599883  0.04262366  0.1440962  -0.10478676
 -0.06899326  0.0319029   0.0509236   0.01133317  0.01095131  0.03014493
 -0.1520503   0.04997256 -0.21291655 -0.15078226  0.13602682 -0.03328622
  0.07014603 -0.13533515  0.22409841  0.11089644 -0.03291157  0.01505805
 -0.14317398  0.19481806  0.08409455  0.05988638 -0.17948623 -0.0993111
  0.04536148 -0.0056954  -0.15758361 -0.06951201  0.05683154  0.19308891
  0.04037576  0.16254052  0.02197467  0.34329481  0.0319029   0.25430098
 -0.10530551 -0.12173247 -0.05389198 -0.01818494]"
46,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1,"[ 6.67308137e-02  8.36810582e-02 -4.33940144e-02  1.67362116e-01
  1.59491131e-01 -4.77782969e-02 -1.22897930e-01  3.72007858e-01
 -1.37742337e-01  8.16097446e-02  1.35118672e-01 -6.34167087e-02
 -2.49765876e-02  6.86640394e-02 -1.63495665e-01  1.86694374e-01
 -1.05291762e-02  2.07821779e-02  1.95393887e-01  9.85945176e-02
  2.95679994e-02 -2.13345286e-01 -3.71757599e-03  3.17439560e-04
  1.08743946e-01  3.07762648e-02 -6.72141188e-02  8.59595064e-02
  8.22311429e-02 -8.61752691e-03 -2.67717254e-02  1.20912917e-02
 -1.25383502e-01  1.19790959e-01 -1.30837962e-01  1.05913152e-01
  1.54658069e-01  8.29388415e-03 -1.02046700e-01  9.25186593e-02
  2.03955328e-01  1.83932636e-01  5.81693832e-02  1.09089169e-01
 -2.88775597e-02 -7.73980759e-02 -6.45559354e-02  1.72933089e-03
  9.85945176e-02 -5.43288229e-03  6.32786208e-02  1.46648990e-01
  1.50929700e-01  3.36415801e-02 -7.66385949e-02  2.10721621e-01
  8.92736062e-02  2.43862618e-01  2.54081114e-01  1.38225643e-01
 -1.32011702e-01 -9.14139664e-02  1.58938779e-01  1.43887232e-01]"
47,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0,"[ 2.00247829e-02 -2.83584508e-02  2.63050108e-02 -5.27299318e-02
  6.00743508e-02  1.25154901e-02 -1.94492207e-01  2.14996629e-01
 -1.99048749e-02  7.67580760e-05  7.94995850e-02 -8.89124379e-02
 -3.13681627e-01  8.40561271e-02 -1.96890393e-01 -2.15236440e-01
 -9.49078842e-02 -2.72193153e-02  2.49110701e-02  2.82385429e-02
 -8.11783096e-02 -1.72968565e-02 -5.77661056e-02  2.21711527e-01
 -5.62372654e-02  5.55477919e-02 -1.02462140e-01  3.78312520e-02
  8.90923009e-02 -6.51105247e-02 -1.88976402e-01  3.44138500e-02
 -9.70662406e-02 -3.49534391e-02 -1.75460418e-03  9.20900241e-02
  1.68112254e-01 -4.28374472e-02  1.31060407e-01  7.44634157e-02
  1.08037903e-01  1.73628060e-01 -1.00243827e-01  7.54226837e-02
  3.76813677e-02 -2.83224773e-01 -8.74135763e-02  9.36788149e-03
 -4.07390437e-02 -2.00097958e-02  1.12976648e-03  1.27223326e-01
 -5.46484723e-02  2.25203872e-03  3.36344405e-02  1.39573936e-01
  2.06992715e-02  4.38626682e-01 -1.39813756e-01  6.31919797e-02
 -1.41132755e-01  5.92349885e-02  2.53007748e-01 -3.11763081e-03]"
